ts_ns,current_before,trigger_current,target_current,requested,current_after,rc
1787750929451176922,85909716992,107374182400,85899345920,10371072,85900857344,0
1787750929478817419,85915783168,107374182400,85899345920,16437248,85884915712,0
1787750929505535527,85901225984,107374182400,85899345920,1880064,85892530176,0
1787750929532190793,85906759680,107374182400,85899345920,7413760,85905424384,0
1787750929560011985,85920026624,107374182400,85899345920,20680704,85889626112,0
1787750929587370946,85904519168,107374182400,85899345920,5173248,85896654848,0
1787750929614959312,85910941696,107374182400,85899345920,11595776,85896966144,0
1787750929642197791,85913272320,107374182400,85899345920,13926400,85900312576,0
1787750929669077542,85913944064,107374182400,85899345920,14598144,85894103040,0
1787750929696746180,85912223744,107374182400,85899345920,12877824,85890183168,0
1787750929724436978,85905584128,107374182400,85899345920,6238208,85902114816,0
1787750929751686067,85911748608,107374182400,85899345920,12402688,85896019968,0
1787750929779187542,85916819456,107374182400,85899345920,17473536,85885706240,0
1787750929805850258,85900558336,107374182400,85899345920,1212416,85895520256,0
1787750929833261151,85914267648,107374182400,85899345920,14921728,85898260480,0
1787750929860927059,85911420928,107374182400,85899345920,12075008,85895622656,0
1787750929888247869,85903081472,107374182400,85899345920,3735552,85895217152,0
1787750929915301434,85913726976,107374182400,85899345920,14381056,85893169152,0
1787750929941876389,85907161088,107374182400,85899345920,7815168,85905158144,0
1787750929969093817,85917937664,107374182400,85899345920,18591744,85900771328,0
1787750929996333836,85913571328,107374182400,85899345920,14225408,85905223680,0
1787750930023412501,85916487680,107374182400,85899345920,17141760,85892882432,0
1787750930050521187,85915467776,107374182400,85899345920,16121856,85894766592,0
1787750930077962200,85918269440,107374182400,85899345920,18923520,85891051520,0
1787750930105150058,85910437888,107374182400,85899345920,11091968,85894627328,0
1787750930132596281,85919789056,107374182400,85899345920,20443136,85890232320,0
1787750930159486822,85913014272,107374182400,85899345920,13668352,85891854336,0
1787750930186162109,85908303872,107374182400,85899345920,8957952,85898240000,0
1787750930213248714,85916934144,107374182400,85899345920,17588224,85886341120,0
1787750930240395751,85908541440,107374182400,85899345920,9195520,85893586944,0
1787750930267677150,85912027136,107374182400,85899345920,12681216,85891063808,0
1787750930294445009,85908668416,107374182400,85899345920,9322496,85892939776,0
1787750930321258699,85915418624,107374182400,85899345920,16072704,85894209536,0
1787750930348262362,85916151808,107374182400,85899345920,16805888,85888188416,0
1787750930375158904,85903511552,107374182400,85899345920,4165632,85895598080,0
1787750930402612257,85918269440,107374182400,85899345920,18923520,85889130496,0
1787750930429192932,85907464192,107374182400,85899345920,8118272,85902856192,0
1787750930456122154,85913337856,107374182400,85899345920,13991936,85901062144,0
1787750930482939443,85913423872,107374182400,85899345920,14077952,85897682944,0
1787750930512964981,85914095616,107374182400,85899345920,14749696,85899579392,0
1787750930540516647,85916209152,107374182400,85899345920,16863232,85892509696,0
1787750930567319676,85911457792,107374182400,85899345920,12111872,85900713984,0
1787750930594114385,85915459584,107374182400,85899345920,16113664,85897068544,0
1787750930620755461,85914042368,107374182400,85899345920,14696448,85898305536,0
1787750930647976290,85914234880,107374182400,85899345920,14888960,85903810560,0
1787750930675228579,85913780224,107374182400,85899345920,14434304,85897830400,0
1787750930702210602,85920681984,107374182400,85899345920,21336064,85888876544,0
1787750930728781126,85906739200,107374182400,85899345920,7393280,85898809344,0
1787750930755532765,85915566080,107374182400,85899345920,16220160,85899837440,0
1787750930782864985,85916344320,107374182400,85899345920,16998400,85897138176,0
1787750930810083744,85907816448,107374182400,85899345920,8470528,85895520256,0
1787750930836884313,85906952192,107374182400,85899345920,7606272,85897912320,0
1787750930863781424,85916602368,107374182400,85899345920,17256448,85892743168,0
1787750930890402080,85904900096,107374182400,85899345920,5554176,85897027584,0
1787750930917581817,85912109056,107374182400,85899345920,12763136,85896249344,0
1787750930944789375,85910999040,107374182400,85899345920,11653120,85897601024,0
1787750930971589205,85910441984,107374182400,85899345920,11096064,85894647808,0
1787750930998594248,85917597696,107374182400,85899345920,18251776,85886357504,0
1787750931025281275,85901434880,107374182400,85899345920,2088960,85898002432,0
1787750931052452222,85908631552,107374182400,85899345920,9285632,85897482240,0
1787750931079773983,85908299776,107374182400,85899345920,8953856,85892763648,0
1787750931106466780,85913886720,107374182400,85899345920,14540800,85891710976,0
1787750931133101105,85905551360,107374182400,85899345920,6205440,85897682944,0
1787750931160037097,85919617024,107374182400,85899345920,20271104,85889875968,0
1787750931187303677,85910175744,107374182400,85899345920,10829824,85888720896,0
1787750931214635527,85913165824,107374182400,85899345920,13819904,85890953216,0
1787750931241500028,85911564288,107374182400,85899345920,12218368,85890392064,0
1787750931268236756,85911560192,107374182400,85899345920,12214272,85890494464,0
1787750931294805840,85905965056,107374182400,85899345920,6619136,85898883072,0
1787750931322055249,85913772032,107374182400,85899345920,14426112,85898022912,0
1787750931349123814,85912309760,107374182400,85899345920,12963840,85898924032,0
1787750931375955734,85909536768,107374182400,85899345920,10190848,85894270976,0
1787750931402737433,85910114304,107374182400,85899345920,10768384,85894303744,0
1787750931429513731,85909176320,107374182400,85899345920,9830400,85893394432,0
1787750931456608017,85908553728,107374182400,85899345920,9207808,85893054464,0
1787750931483831905,85912006656,107374182400,85899345920,12660736,85899874304,0
1787750931510589623,85914398720,107374182400,85899345920,15052800,85900886016,0
1787750931537331991,85909921792,107374182400,85899345920,10575872,85895208960,0
1787750931564079460,85913468928,107374182400,85899345920,14123008,85895991296,0
1787750931591331448,85916270592,107374182400,85899345920,16924672,85892210688,0
1787750931618638698,85912051712,107374182400,85899345920,12705792,85893599232,0
1787750931645372866,85908967424,107374182400,85899345920,9621504,85902163968,0
1787750931672105874,85908774912,107374182400,85899345920,9428992,85895634944,0
1787750931699010236,85918932992,107374182400,85899345920,19587072,85892141056,0
1787750931726391357,85914107904,107374182400,85899345920,14761984,85886386176,0
1787750931753394691,85904084992,107374182400,85899345920,4739072,85897531392,0
1787750931780342663,85919170560,107374182400,85899345920,19824640,85893378048,0
1787750931807389618,85913079808,107374182400,85899345920,13733888,85888008192,0
1787750931833896141,85903863808,107374182400,85899345920,4517888,85901410304,0
1787750931861186260,85911842816,107374182400,85899345920,12496896,85898674176,0
1787750931888602293,85914079232,107374182400,85899345920,14733312,85894942720,0
1787750931915383702,85910351872,107374182400,85899345920,11005952,85897236480,0
1787750931942261902,85916299264,107374182400,85899345920,16953344,85890637824,0
1787750931968800716,85905833984,107374182400,85899345920,6488064,85899280384,0
1787750931996440063,85914730496,107374182400,85899345920,15384576,85895823360,0
1787750932023597340,85910188032,107374182400,85899345920,10842112,85897199616,0
1787750932050698365,85918969856,107374182400,85899345920,19623936,85894107136,0
1787750932077768820,85915230208,107374182400,85899345920,15884288,85890199552,0
1787750932105142042,85910458368,107374182400,85899345920,11112448,85891387392,0
1787750932132139865,85911666688,107374182400,85899345920,12320768,85898842112,0
1787750932158821412,85909721088,107374182400,85899345920,10375168,85902479360,0
1787750932185600830,85911986176,107374182400,85899345920,12640256,85898878976,0
1787750932212475021,85913636864,107374182400,85899345920,14290944,85896945664,0
1787750932239376832,85908144128,107374182400,85899345920,8798208,85895036928,0
1787750932266443967,85910966272,107374182400,85899345920,11620352,85897998336,0
1787750932293346999,85913432064,107374182400,85899345920,14086144,85893935104,0
1787750932320284631,85909495808,107374182400,85899345920,10149888,85897330688,0
1787750932347180992,85915697152,107374182400,85899345920,16351232,85889523712,0
1787750932374302318,85906378752,107374182400,85899345920,7032832,85898657792,0
1787750932401817132,85914898432,107374182400,85899345920,15552512,85888122880,0
1787750932428585081,85907738624,107374182400,85899345920,8392704,85889810432,0
1787750932455108044,85904408576,107374182400,85899345920,5062656,85897854976,0
1787750932482117847,85914968064,107374182400,85899345920,15622144,85894356992,0
1787750932508896966,85908885504,107374182400,85899345920,9539584,85900324864,0
1787750932536011472,85910851584,107374182400,85899345920,11505664,85897687040,0
1787750932562894503,85913915392,107374182400,85899345920,14569472,85899669504,0
1787750932589579850,85909622784,107374182400,85899345920,10276864,85899235328,0
1787750932616334518,85912072192,107374182400,85899345920,12726272,85903577088,0
1787750932643532955,85913882624,107374182400,85899345920,14536704,85900013568,0
1787750932670965818,85916352512,107374182400,85899345920,17006592,85888958464,0
1787750932697720526,85910863872,107374182400,85899345920,11517952,85891284992,0
1787750932724529336,85906989056,107374182400,85899345920,7643136,85899481088,0
1787750932751287164,85909008384,107374182400,85899345920,9662464,85895835648,0
1787750932778332688,85916651520,107374182400,85899345920,17305600,85891145728,0
1787750932805508825,85905383424,107374182400,85899345920,6037504,85898784768,0
1787750932832524889,85915734016,107374182400,85899345920,16388096,85896073216,0
1787750932859478841,85915664384,107374182400,85899345920,16318464,85890527232,0
1787750932886265230,85909540864,107374182400,85899345920,10194944,85895184384,0
1787750932913379556,85907075072,107374182400,85899345920,7729152,85900382208,0
1787750932940725627,85908451328,107374182400,85899345920,9105408,85900513280,0
1787750932967629938,85917921280,107374182400,85899345920,18575360,85892403200,0
1787750932994374306,85907230720,107374182400,85899345920,7884800,85900083200,0
1787750933021251867,85909352448,107374182400,85899345920,10006528,85896159232,0
1787750933049187920,85910892544,107374182400,85899345920,11546624,85903286272,0
1787750933076659643,85913911296,107374182400,85899345920,14565376,85894410240,0
1787750933103712488,85914087424,107374182400,85899345920,14741504,85888933888,0
1787750933130252151,85904048128,107374182400,85899345920,4702208,85897703424,0
1787750933157248894,85917188096,107374182400,85899345920,17842176,85892120576,0
1787750933184625446,85906415616,107374182400,85899345920,7069696,85900062720,0
1787750933211987847,85908561920,107374182400,85899345920,9216000,85895598080,0
1787750933238745305,85910933504,107374182400,85899345920,11587584,85901361152,0
1787750933265747858,85917126656,107374182400,85899345920,17780736,85891547136,0
1787750933292713571,85906620416,107374182400,85899345920,7274496,85893689344,0
1787750933320190264,85908799488,107374182400,85899345920,9453568,85898731520,0
1787750933347767400,85919252480,107374182400,85899345920,19906560,85892890624,0
1787750933374855535,85914275840,107374182400,85899345920,14929920,85887606784,0
1787750933401479290,85902999552,107374182400,85899345920,3653632,85898280960,0
1787750933428704178,85917163520,107374182400,85899345920,17817600,85892956160,0
1787750933456034309,85912977408,107374182400,85899345920,13631488,85893148672,0
1787750933482770326,85909454848,107374182400,85899345920,10108928,85901742080,0
1787750933509624456,85918932992,107374182400,85899345920,19587072,85892534272,0
1787750933536398185,85906743296,107374182400,85899345920,7397376,85895852032,0
1787750933563666754,85910720512,107374182400,85899345920,11374592,85904396288,0
1787750933590754219,85916786688,107374182400,85899345920,17440768,85900451840,0
1787750933617342644,85906116608,107374182400,85899345920,6770688,85899538432,0
1787750933644628383,85923000320,107374182400,85899345920,23654400,85889376256,0
1787750933671301749,85912489984,107374182400,85899345920,13144064,85891780608,0
1787750933698301973,85905489920,107374182400,85899345920,6144000,85907660800,0
1787750933725883378,85915795456,107374182400,85899345920,16449536,85900689408,0
1787750933752542774,85912059904,107374182400,85899345920,12713984,85902311424,0
1787750933779305703,85912780800,107374182400,85899345920,13434880,85899608064,0
1787750933806379847,85914292224,107374182400,85899345920,14946304,85900505088,0
1787750933833581035,85910822912,107374182400,85899345920,11476992,85905235968,0
1787750933860890675,85911666688,107374182400,85899345920,12320768,85905395712,0
1787750933887854677,85913772032,107374182400,85899345920,14426112,85895720960,0
1787750933914824010,85916655616,107374182400,85899345920,17309696,85890039808,0
1787750933941674740,85910728704,107374182400,85899345920,11382784,85896413184,0
1787750933968752145,85906288640,107374182400,85899345920,6942720,85900165120,0
1787750933996023134,85909405696,107374182400,85899345920,10059776,85902913536,0
1787750934022863694,85909893120,107374182400,85899345920,10547200,85898502144,0
1787750934049873197,85912252416,107374182400,85899345920,12906496,85898883072,0
1787750934076873451,85914615808,107374182400,85899345920,15269888,85901512704,0
1787750934104103919,85909123072,107374182400,85899345920,9777152,85896957952,0
1787750934131539781,85911388160,107374182400,85899345920,12042240,85904580608,0
1787750934158468893,85913780224,107374182400,85899345920,14434304,85893758976,0
1787750934185346933,85913538560,107374182400,85899345920,14192640,85888352256,0
1787750934211939968,85903613952,107374182400,85899345920,4268032,85897498624,0
1787750934239288829,85914898432,107374182400,85899345920,15552512,85892096000,0
1787750934266734771,85913395200,107374182400,85899345920,14049280,85889720320,0
1787750934293509820,85906677760,107374182400,85899345920,7331840,85893734400,0
1787750934320245447,85908639744,107374182400,85899345920,9293824,85895512064,0
1787750934347226970,85913354240,107374182400,85899345920,14008320,85891706880,0
1787750934374373156,85911687168,107374182400,85899345920,12341248,85892579328,0
1787750934401636175,85910839296,107374182400,85899345920,11493376,85900492800,0
1787750934428385163,85909151744,107374182400,85899345920,9805824,85896220672,0
1787750934455128921,85912211456,107374182400,85899345920,12865536,85903204352,0
1787750934482060692,85918724096,107374182400,85899345920,19378176,85893283840,0
1787750934509568166,85911617536,107374182400,85899345920,12271616,85898510336,0
1787750934537225843,85916626944,107374182400,85899345920,17281024,85896945664,0
1787750934564224107,85917032448,107374182400,85899345920,17686528,85891596288,0
1787750934590884933,85906477056,107374182400,85899345920,7131136,85897838592,0
1787750934617917276,85910196224,107374182400,85899345920,10850304,85900648448,0
1787750934645124434,85911080960,107374182400,85899345920,11735040,85900771328,0
1787750934672514045,85918248960,107374182400,85899345920,18903040,85903798272,0
1787750934699415877,85914505216,107374182400,85899345920,15159296,85896495104,0
1787750934726255846,85911146496,107374182400,85899345920,11800576,85898039296,0
1787750934753522525,85914607616,107374182400,85899345920,15261696,85894586368,0
1787750934780731853,85908635648,107374182400,85899345920,9289728,85895266304,0
1787750934807994062,85910986752,107374182400,85899345920,11640832,85898014720,0
1787750934834945324,85917470720,107374182400,85899345920,18124800,85892722688,0
1787750934861760793,85907640320,107374182400,85899345920,8294400,85894676480,0
1787750934888888729,85916880896,107374182400,85899345920,17534976,85889904640,0
1787750934916099467,85905833984,107374182400,85899345920,6488064,85902086144,0
1787750934943704693,85913849856,107374182400,85899345920,14503936,85901393920,0
1787750934970427510,85909868544,107374182400,85899345920,10522624,85896957952,0
1787750934997081416,85912559616,107374182400,85899345920,13213696,85905952768,0
1787750935024368655,85914345472,107374182400,85899345920,14999552,85894197248,0
1787750935051795807,85910224896,107374182400,85899345920,10878976,85897113600,0
1787750935079240580,85917171712,107374182400,85899345920,17825792,85890867200,0
1787750935105963567,85907591168,107374182400,85899345920,8245248,85895000064,0
1787750935132786796,85915598848,107374182400,85899345920,16252928,85889953792,0
1787750935159801990,85903872000,107374182400,85899345920,4526080,85904773120,0
1787750935187360805,85915119616,107374182400,85899345920,15773696,85899395072,0
1787750935214066131,85909401600,107374182400,85899345920,10055680,85903642624,0
1787750935240772648,85909782528,107374182400,85899345920,10436608,85896830976,0
1787750935267757801,85917585408,107374182400,85899345920,18239488,85892067328,0
1787750935294857476,85908119552,107374182400,85899345920,8773632,85902839808,0
1787750935321983602,85911871488,107374182400,85899345920,12525568,85903441920,0
1787750935348737340,85912752128,107374182400,85899345920,13406208,85905129472,0
1787750935375859846,85921255424,107374182400,85899345920,21909504,85887840256,0
1787750935402405539,85903433728,107374182400,85899345920,4087808,85899489280,0
1787750935429724509,85917990912,107374182400,85899345920,18644992,85890957312,0
1787750935457378106,85907632128,107374182400,85899345920,8286208,85900529664,0
1787750935484175485,85909671936,107374182400,85899345920,10326016,85897031680,0
1787750935511218799,85916979200,107374182400,85899345920,17633280,85894057984,0
1787750935537924385,85907574784,107374182400,85899345920,8228864,85895245824,0
1787750935565506661,85915398144,107374182400,85899345920,16052224,85891006464,0
1787750935593149458,85906915328,107374182400,85899345920,7569408,85894799360,0
1787750935620538519,85917286400,107374182400,85899345920,17940480,85891526656,0
1787750935647052952,85905711104,107374182400,85899345920,6365184,85902454784,0
1787750935674209728,85921361920,107374182400,85899345920,22016000,85888720896,0
1787750935700877884,85904752640,107374182400,85899345920,5406720,85902602240,0
1787750935729080383,85920333824,107374182400,85899345920,20987904,85895987200,0
1787750935755760839,85908529152,107374182400,85899345920,9183232,85891657728,0
1787750935782441205,85907636224,107374182400,85899345920,8290304,85895229440,0
1787750935809464219,85916499968,107374182400,85899345920,17154048,85894008832,0
1787750935836511253,85910159360,107374182400,85899345920,10813440,85903794176,0
1787750935864586169,85914787840,107374182400,85899345920,15441920,85900640256,0
1787750935891668674,85915426816,107374182400,85899345920,16080896,85892747264,0
1787750935918385641,85905989632,107374182400,85899345920,6643712,85898555392,0
1787750935945422415,85915000832,107374182400,85899345920,15654912,85890150400,0
1787750935972729514,85912608768,107374182400,85899345920,13262848,85887524864,0
1787750936000551005,85907881984,107374182400,85899345920,8536064,85889609728,0
1787750936028235212,85907570688,107374182400,85899345920,8224768,85895376896,0
1787750936055355848,85918511104,107374182400,85899345920,19165184,85886828544,0
1787750936082082505,85904379904,107374182400,85899345920,5033984,85898526720,0
1787750936109508167,85918601216,107374182400,85899345920,19255296,85888643072,0
1787750936137058152,85909831680,107374182400,85899345920,10485760,85891764224,0
1787750936163955713,85912363008,107374182400,85899345920,13017088,85887475712,0
1787750936190559417,85902053376,107374182400,85899345920,2707456,85895991296,0
1787750936217332465,85917483008,107374182400,85899345920,18137088,85893181440,0
1787750936244242756,85907574784,107374182400,85899345920,8228864,85895942144,0
1787750936271776431,85910691840,107374182400,85899345920,11345920,85904338944,0
1787750936298755803,85915602944,107374182400,85899345920,16257024,85894250496,0
1787750936325876929,85915193344,107374182400,85899345920,15847424,85890629632,0
1787750936352312050,85905399808,107374182400,85899345920,6053888,85903200256,0
1787750936379784763,85918797824,107374182400,85899345920,19451904,85889916928,0
1787750936406872158,85905235968,107374182400,85899345920,5890048,85899206656,0
1787750936434070495,85920833536,107374182400,85899345920,21487616,85888987136,0
1787750936460983876,85912489984,107374182400,85899345920,13144064,85887115264,0
1787750936487593191,85906120704,107374182400,85899345920,6774784,85890146304,0
1787750936514590263,85906137088,107374182400,85899345920,6791168,85899808768,0
1787750936542143488,85910110208,107374182400,85899345920,10764288,85902831616,0
1787750936569300525,85914378240,107374182400,85899345920,15032320,85895122944,0
1787750936596178405,85917302784,107374182400,85899345920,17956864,85894152192,0
1787750936623062685,85914697728,107374182400,85899345920,15351808,85891006464,0
1787750936650404946,85907488768,107374182400,85899345920,8142848,85895692288,0
1787750936678360159,85913755648,107374182400,85899345920,14409728,85902553088,0
1787750936705405233,85918801920,107374182400,85899345920,19456000,85888274432,0
1787750936732184961,85910056960,107374182400,85899345920,10711040,85894897664,0
1787750936759051051,85906051072,107374182400,85899345920,6705152,85894303744,0
1787750936786712508,85915721728,107374182400,85899345920,16375808,85891698688,0
1787750936814494118,85913358336,107374182400,85899345920,14012416,85891579904,0
1787750936841469560,85910372352,107374182400,85899345920,11026432,85893865472,0
1787750936868186927,85907898368,107374182400,85899345920,8552448,85897052160,0
1787750936895610389,85916872704,107374182400,85899345920,17526784,85892968448,0
1787750936923512541,85914140672,107374182400,85899345920,14794752,85890469888,0
1787750936950373301,85907202048,107374182400,85899345920,7856128,85900259328,0
1787750936977319033,85915959296,107374182400,85899345920,16613376,85890990080,0
1787750937004213364,85907968000,107374182400,85899345920,8622080,85898797056,0
1787750937031544474,85909970944,107374182400,85899345920,10625024,85903855616,0
1787750937059525398,85913264128,107374182400,85899345920,13918208,85894336512,0
1787750937086330446,85910806528,107374182400,85899345920,11460608,85904138240,0
1787750937113492223,85915652096,107374182400,85899345920,16306176,85895458816,0
1787750937140254731,85911060480,107374182400,85899345920,11714560,85904379904,0
1787750937168138632,85919367168,107374182400,85899345920,20021248,85890502656,0
1787750937196141056,85910417408,107374182400,85899345920,11071488,85893292032,0
1787750937223570478,85913153536,107374182400,85899345920,13807616,85890727936,0
1787750937250534920,85909045248,107374182400,85899345920,9699328,85894283264,0
1787750937277900071,85913821184,107374182400,85899345920,14475264,85891485696,0
1787750937305536947,85911908352,107374182400,85899345920,12562432,85887979520,0
1787750937332921098,85904875520,107374182400,85899345920,5529600,85902196736,0
1787750937360498894,85915291648,107374182400,85899345920,15945728,85897904128,0
1787750937387433285,85911134208,107374182400,85899345920,11788288,85907787776,0
1787750937414795466,85915324416,107374182400,85899345920,15978496,85903441920,0
1787750937442426662,85913890816,107374182400,85899345920,14544896,85902761984,0
1787750937470280333,85911347200,107374182400,85899345920,12001280,85898989568,0
1787750937497970480,85915324416,107374182400,85899345920,15978496,85897437184,0
1787750937525443373,85912719360,107374182400,85899345920,13373440,85894754304,0
1787750937552796364,85910007808,107374182400,85899345920,10661888,85899767808,0
1787750937580424770,85913911296,107374182400,85899345920,14565376,85900951552,0
1787750937608525056,85919043584,107374182400,85899345920,19697664,85888385024,0
1787750937635275644,85910315008,107374182400,85899345920,10969088,85890035712,0
1787750937661700894,85905764352,107374182400,85899345920,6418432,85894230016,0
1787750937688972593,85910900736,107374182400,85899345920,11554816,85903454208,0
1787750937716295993,85913853952,107374182400,85899345920,14508032,85899001856,0
1787750937743926359,85911044096,107374182400,85899345920,11698176,85898719232,0
1787750937770717348,85913927680,107374182400,85899345920,14581760,85903728640,0
1787750937797560217,85917528064,107374182400,85899345920,18182144,85893640192,0
1787750937824762364,85909749760,107374182400,85899345920,10403840,85903642624,0
1787750937852679856,85911805952,107374182400,85899345920,12460032,85894332416,0
1787750937880214381,85919879168,107374182400,85899345920,20533248,85890240512,0
1787750937906928648,85905793024,107374182400,85899345920,6447104,85899567104,0
1787750937933483041,85909032960,107374182400,85899345920,9687040,85897228288,0
1787750937960755700,85912674304,107374182400,85899345920,13328384,85900505088,0
1787750937988851136,85913116672,107374182400,85899345920,13770752,85900689408,0
1787750938015820768,85915869184,107374182400,85899345920,16523264,85893943296,0
1787750938042599276,85911269376,107374182400,85899345920,11923456,85900414976,0
1787750938069825664,85917536256,107374182400,85899345920,18190336,85898194944,0
1787750938096999330,85916520448,107374182400,85899345920,17174528,85891846144,0
1787750938124574425,85909078016,107374182400,85899345920,9732096,85903216640,0
1787750938151584118,85911568384,107374182400,85899345920,12222464,85899976704,0
1787750938178201833,85908586496,107374182400,85899345920,9240576,85896757248,0
1787750938205163205,85912612864,107374182400,85899345920,13266944,85900955648,0
1787750938232081326,85908672512,107374182400,85899345920,9326592,85897072640,0
1787750938259751213,85914337280,107374182400,85899345920,14991360,85895315456,0
1787750938286493410,85909598208,107374182400,85899345920,10252288,85898031104,0
1787750938313866501,85920288768,107374182400,85899345920,20942848,85889191936,0
1787750938340656049,85908299776,107374182400,85899345920,8953856,85899333632,0
1787750938367730853,85908623360,107374182400,85899345920,9277440,85896826880,0
1787750938395746048,85917782016,107374182400,85899345920,18436096,85892194304,0
1787750938422297021,85904355328,107374182400,85899345920,5009408,85898850304,0
1787750938449073829,85921869824,107374182400,85899345920,22523904,85890871296,0
1787750938475746415,85907480576,107374182400,85899345920,8134656,85899517952,0
1787750938502857100,85912707072,107374182400,85899345920,13361152,85895405568,0
1787750938530837803,85914034176,107374182400,85899345920,14688256,85897244672,0
1787750938557934018,85920088064,107374182400,85899345920,20742144,85890740224,0
1787750938584531633,85905133568,107374182400,85899345920,5787648,85899595776,0
1787750938612393774,85919698944,107374182400,85899345920,20353024,85898096640,0
1787750938639722333,85906436096,107374182400,85899345920,7090176,85895094272,0
1787750938667147045,85910036480,107374182400,85899345920,10690560,85898764288,0
1787750938694380693,85920292864,107374182400,85899345920,20946944,85889646592,0
1787750938720966357,85911429120,107374182400,85899345920,12083200,85893287936,0
1787750938747525040,85907759104,107374182400,85899345920,8413184,85896126464,0
1787750938774817109,85917667328,107374182400,85899345920,18321408,85886771200,0
1787750938802253221,85908795392,107374182400,85899345920,9449472,85890289664,0
1787750938829211653,85913550848,107374182400,85899345920,14204928,85887782912,0
1787750938855783537,85905711104,107374182400,85899345920,6365184,85898477568,0
1787750938882621186,85912793088,107374182400,85899345920,13447168,85889146880,0
1787750938909614919,85906067456,107374182400,85899345920,6721536,85899591680,0
1787750938936930628,85908140032,107374182400,85899345920,8794112,85902360576,0
1787750938963696136,85910528000,107374182400,85899345920,11182080,85898993664,0
1787750938990612117,85921234944,107374182400,85899345920,21889024,85890310144,0
1787750939017023657,85904596992,107374182400,85899345920,5251072,85898829824,0
1787750939044182573,85920530432,107374182400,85899345920,21184512,85889720320,0
1787750939071745438,85911027712,107374182400,85899345920,11681792,85894750208,0
1787750939098578417,85915631616,107374182400,85899345920,16285696,85891710976,0
1787750939125171761,85906055168,107374182400,85899345920,6709248,85894225920,0
1787750939151946449,85916430336,107374182400,85899345920,17084416,85890875392,0
1787750939179361951,85906374656,107374182400,85899345920,7028736,85902012416,0
1787750939207590409,85911064576,107374182400,85899345920,11718656,85898919936,0
1787750939235242256,85914042368,107374182400,85899345920,14696448,85896937472,0
1787750939262336440,85910544384,107374182400,85899345920,11198464,85899239424,0
1787750939290078469,85916909568,107374182400,85899345920,17563648,85897261056,0
1787750939318650275,85912875008,107374182400,85899345920,13529088,85895860224,0
1787750939346398283,85917081600,107374182400,85899345920,17735680,85894955008,0
1787750939373931917,85915238400,107374182400,85899345920,15892480,85891952640,0
1787750939400954481,85906300928,107374182400,85899345920,6955008,85897035776,0
1787750939428794151,85914779648,107374182400,85899345920,15433728,85891960832,0
1787750939456832686,85907001344,107374182400,85899345920,7655424,85899804672,0
1787750939484573044,85916729344,107374182400,85899345920,17383424,85900042240,0
