ts_ns,current_before,target_current,requested,current_after,rc
1787748479172767090,77387706368,77309411328,78295040,77319553024,0
1787748479202477219,77388496896,77309411328,79085568,77309661184,0
1787748479230945216,77375983616,77309411328,66572288,77310185472,0
1787748479259775960,77380177920,77309411328,70766592,77314904064,0
1787748479288488471,77385420800,77309411328,76009472,77314904064,0
1787748479317347185,77384896512,77309411328,75485184,77314641920,0
1787748479345706350,77384372224,77309411328,74960896,77313855488,0
1787748479374531983,77383061504,77309411328,73650176,77312544768,0
1787748479403683483,77383585792,77309411328,74174464,77312806912,0
1787748479432033547,77382799360,77309411328,73388032,77311758336,0
1787748479459937204,77380964352,77309411328,71553024,77314641920,0
1787748479487766948,77383323648,77309411328,73912320,77312282624,0
1787748479516388898,77380702208,77309411328,71290880,77314641920,0
1787748479545026688,77385682944,77309411328,76271616,77315166208,0
1787748479572746301,77383847936,77309411328,74436608,77312544768,0
1787748479600393773,77380702208,77309411328,71290880,77314379776,0
1787748479628601785,77382012928,77309411328,72601600,77311496192,0
1787748479657739704,77380702208,77309411328,71290880,77314641920,0
1787748479685563359,77384110080,77309411328,74698752,77312544768,0
1787748479713236691,77380702208,77309411328,71290880,77314379776,0
1787748479741004715,77383061504,77309411328,73650176,77311758336,0
1787748479769386760,77380177920,77309411328,70766592,77313855488,0
1787748479797807566,77380964352,77309411328,71553024,77314641920,0
1787748479825615820,77382537216,77309411328,73125888,77311234048,0
1787748479853203391,77379391488,77309411328,69980160,77313069056,0
1787748479881080687,77380177920,77309411328,70766592,77313855488,0
1787748479909806178,77383061504,77309411328,73650176,77312282624,0
1787748479937852647,77379653632,77309411328,70242304,77312806912,0
1787748479965664162,77381488640,77309411328,72077312,77309923328,0
1787748479993306613,77378605056,77309411328,69193728,77311758336,0
1787748480022679067,77378076672,77309411328,68665344,77313589248,0
1787748480052280144,77385154560,77309411328,75743232,77315686400,0
1787748480080583058,77385678848,77309411328,76267520,77314113536,0
1787748480108640457,77383581696,77309411328,74170368,77312016384,0
1787748480137087444,77382008832,77309411328,72597504,77310705664,0
1787748480165261495,77380173824,77309411328,70762496,77313327104,0
1787748480193939976,77384105984,77309411328,74694656,77313064960,0
1787748480221923754,77374144512,77309411328,64733184,77312016384,0
1787748480250108255,77382008832,77309411328,72597504,77310181376,0
1787748480277901199,77378863104,77309411328,69451776,77312016384,0
1787748480306211133,77380698112,77309411328,71286784,77313589248,0
1787748480335146929,77385416704,77309411328,76005376,77313589248,0
1787748480363272639,77383843840,77309411328,74432512,77311754240,0
1787748480391328858,77381222400,77309411328,71811072,77313851392,0
1787748480419617402,77383319552,77309411328,73908224,77311229952,0
1787748480448301573,77382008832,77309411328,72597504,77309919232,0
1787748480476186409,77379911680,77309411328,70500352,77312802816,0
1787748480503641277,77380173824,77309411328,70762496,77313064960,0
1787748480531131435,77381222400,77309411328,71811072,77314113536,0
1787748480559540941,77382795264,77309411328,73383936,77310705664,0
1787748480587945777,77380960256,77309411328,71548928,77313851392,0
1787748480615989225,77384105984,77309411328,74694656,77312016384,0
1787748480643568726,77378338816,77309411328,68927488,77310967808,0
1787748480671137536,77378863104,77309411328,69451776,77311229952,0
1787748480699083863,77378338816,77309411328,68927488,77310967808,0
1787748480727359966,77380960256,77309411328,71548928,77313851392,0
1787748480755517697,77383319552,77309411328,73908224,77311492096,0
1787748480783602067,77380960256,77309411328,71548928,77313589248,0
1787748480811204718,77375717376,77309411328,66306048,77313064960,0
1787748480839573553,77381746688,77309411328,72335360,77309657088,0
1787748480868015169,77381222400,77309411328,71811072,77313589248,0
1787748480895980656,77379387392,77309411328,69976064,77312278528,0
1787748480923698679,77381222400,77309411328,71811072,77313851392,0
1787748480951364421,77381746688,77309411328,72335360,77309394944,0
1787748480979868499,77379911680,77309411328,70500352,77312540672,0
1787748481008315585,77383053312,77309411328,73641984,77308604416,0
1787748481036467406,77378334720,77309411328,68923392,77310963712,0
1787748481064371082,77380431872,77309411328,71020544,77313060864,0
1787748481092247978,77381480448,77309411328,72069120,77314371584,0
1787748481120724545,77383315456,77309411328,73904128,77311750144,0
1787748481148799055,77380956160,77309411328,71544832,77314109440,0
1787748481177016667,77383520256,77309411328,74108928,77311692800,0
1787748481204430374,77373558784,77309411328,64147456,77309333504,0
1787748481232522404,77377753088,77309411328,68341760,77310644224,0
1787748481261322487,77381160960,77309411328,71749632,77314052096,0
1787748481289664741,77383782400,77309411328,74371072,77311954944,0
1787748481317541377,77381160960,77309411328,71749632,77313527808,0
1787748481345269390,77381947392,77309411328,72536064,77309333504,0
1787748481373517663,77379063808,77309411328,69652480,77311692800,0
1787748481402476239,77382209536,77309411328,72798208,77310382080,0
1787748481430400955,77380112384,77309411328,70701056,77312217088,0
1787748481458073798,77379588096,77309411328,70176768,77311692800,0
1787748481485946883,77380112384,77309411328,70701056,77312479232,0
1787748481514263767,77382209536,77309411328,72798208,77310382080,0
1787748481542230175,77380112384,77309411328,70701056,77312479232,0
1787748481570366915,77382209536,77309411328,72798208,77309595648,0
1787748481598043367,77378801664,77309411328,69390336,77310644224,0
1787748481626260100,77379063808,77309411328,69652480,77311168512,0
1787748481654996121,77382733824,77309411328,73322496,77310119936,0
1787748481682550311,77379588096,77309411328,70176768,77311692800,0
1787748481709880597,77379850240,77309411328,70438912,77311954944,0
1787748481737306344,77379588096,77309411328,70176768,77311692800,0
1787748481765451235,77380636672,77309411328,71225344,77312479232,0
1787748481794021884,77382209536,77309411328,72798208,77309595648,0
1787748481821370340,77378539520,77309411328,69128192,77310382080,0
1787748481848747727,77378801664,77309411328,69390336,77310906368,0
1787748481876212645,77378277376,77309411328,68866048,77310906368,0
1787748481904899066,77378277376,77309411328,68866048,77310644224,0
1787748481932776001,77381423104,77309411328,72011776,77313265664,0
1787748481960158908,77381685248,77309411328,72273920,77313789952,0
1787748481987597936,77381947392,77309411328,72536064,77308809216,0
1787748482015970401,77376962560,77309411328,67551232,77309329408,0
1787748482044443868,77381156864,77309411328,71745536,77313523712,0
1787748482072507987,77383516160,77309411328,74104832,77310902272,0
1787748482100486165,77378797568,77309411328,69386240,77311426560,0
1787748482128187877,77380370432,77309411328,70959104,77312475136,0
1787748482156341028,77381156864,77309411328,71745536,77313785856,0
1787748482185460227,77384826880,77309411328,75415552,77312737280,0
1787748482213212971,77373554688,77309411328,64143360,77311164416,0
1787748482240844562,77381156864,77309411328,71745536,77312999424,0
1787748482268197608,77380894720,77309411328,71483392,77312999424,0
1787748482296232667,77380632576,77309411328,71221248,77313261568,0
1787748482325115931,77384302592,77309411328,74891264,77312475136,0
1787748482353134420,77381419008,77309411328,72007680,77313785856,0
1787748482381192779,77383254016,77309411328,73842688,77310640128,0
1787748482408841711,77379846144,77309411328,70434816,77311950848,0
1787748482437157844,77381156864,77309411328,71745536,77313261568,0
1787748482465299725,77383254016,77309411328,73842688,77310640128,0
1787748482492647531,77379059712,77309411328,69648384,77311164416,0
1787748482520180741,77379059712,77309411328,69648384,77311426560,0
1787748482548233410,77379846144,77309411328,70434816,77312212992,0
1787748482576551114,77382991872,77309411328,73580544,77310640128,0
1787748482603954731,77379059712,77309411328,69648384,77311426560,0
1787748482631347088,77378011136,77309411328,68599808,77310115840,0
1787748482658650733,77378535424,77309411328,69124096,77310377984,0
1787748482686468038,77378535424,77309411328,69124096,77310377984,0
1787748482714564708,77380370432,77309411328,70959104,77312475136,0
1787748482742569756,77381681152,77309411328,72269824,77314048000,0
1787748482770604975,77383254016,77309411328,73842688,77311164416,0
1787748482798150604,77379846144,77309411328,70434816,77312397312,0
1787748482826350266,77381341184,77309411328,71929856,77313708032,0
1787748482854754402,77384224768,77309411328,74813440,77310038016,0
1787748482882836861,77379506176,77309411328,70094848,77312122880,0
1787748482910845780,77382115328,77309411328,72704000,77309763584,0
1787748482938280247,77378183168,77309411328,68771840,77310025728,0
1787748482967146971,77379756032,77309411328,70344704,77312385024,0
1787748482995530407,77383688192,77309411328,74276864,77311598592,0
1787748483023799490,77381062656,77309411328,71651328,77313429504,0
1787748483052316117,77383946240,77309411328,74534912,77311332352,0
1787748483080090491,77380276224,77309411328,70864896,77312380928,0
1787748483108328464,77382373376,77309411328,72962048,77309759488,0
1787748483135742761,77378179072,77309411328,68767744,77310283776,0
1787748483163191389,77378179072,77309411328,68767744,77310545920,0
1787748483190463704,77378179072,77309411328,68767744,77310283776,0
1787748483218230907,77369528320,77309411328,60116992,77310545920,0
1787748483246313877,77380538368,77309411328,71127040,77312643072,0
1787748483273741525,77381062656,77309411328,71651328,77313167360,0
1787748483301249454,77381586944,77309411328,72175616,77313429504,0
1787748483328614780,77382111232,77309411328,72699904,77309235200,0
1787748483356527486,77377654784,77309411328,68243456,77309497344,0
1787748483384576875,77380014080,77309411328,70602752,77311856640,0
1787748483412000523,77379751936,77309411328,70340608,77311856640,0
1787748483439497902,77379751936,77309411328,70340608,77312118784,0
1787748483466833228,77380276224,77309411328,70864896,77312118784,0
1787748483494988388,77381586944,77309411328,72175616,77313429504,0
1787748483523069878,77383946240,77309411328,74534912,77311332352,0
1787748483550617488,77379751936,77309411328,70340608,77311856640,0
1787748483578053035,77380276224,77309411328,70864896,77312380928,0
1787748483606184076,77381586944,77309411328,72175616,77313429504,0
1787748483634661693,77383421952,77309411328,74010624,77310808064,0
1787748483662924836,77381062656,77309411328,71651328,77313429504,0
1787748483690786041,77382897664,77309411328,73486336,77310283776,0
1787748483718297150,77378441216,77309411328,69029888,77310808064,0
1787748483746300229,77380014080,77309411328,70602752,77311856640,0
1787748483774787726,77381849088,77309411328,72437760,77309759488,0
1787748483802959427,77380014080,77309411328,70602752,77312643072,0
1787748483830990276,77382111232,77309411328,72699904,77309497344,0
1787748483858618987,77378703360,77309411328,69292032,77311070208,0
1787748483886925671,77379751936,77309411328,70340608,77312380928,0
1787748483916472577,77385256960,77309411328,75845632,77312905216,0
1787748483944628319,77383159808,77309411328,73748480,77310808064,0
1787748483972318881,77380276224,77309411328,70864896,77312380928,0
1787748483999829410,77380014080,77309411328,70602752,77312905216,0
1787748484028641143,77381849088,77309411328,72437760,77309759488,0
1787748484057389075,77381324800,77309411328,71913472,77313691648,0
1787748484085477895,77383946240,77309411328,74534912,77311332352,0
1787748484113588815,77380800512,77309411328,71389184,77313691648,0
1787748484141718595,77382635520,77309411328,73224192,77310283776,0
1787748484170353495,77380276224,77309411328,70864896,77312905216,0
1787748484198446595,77383159808,77309411328,73748480,77310808064,0
1787748484226219759,77370576896,77309411328,61165568,77311856640,0
1787748484253739438,77381062656,77309411328,71651328,77313167360,0
1787748484281625864,77381586944,77309411328,72175616,77313953792,0
1787748484310228293,77384208384,77309411328,74797056,77311856640,0
1787748484338154570,77381324800,77309411328,71913472,77313429504,0
1787748484366263500,77382897664,77309411328,73486336,77310808064,0
1787748484394027214,77378441216,77309411328,69029888,77311070208,0
1787748484422468550,77379489792,77309411328,70078464,77312118784,0
1787748484451298494,77383946240,77309411328,74534912,77311332352,0
1787748484479118819,77380538368,77309411328,71127040,77312905216,0
1787748484506776100,77381586944,77309411328,72175616,77313691648,0
1787748484534173337,77381586944,77309411328,72175616,77313953792,0
1787748484562701495,77383421952,77309411328,74010624,77311070208,0
1787748484590876786,77381849088,77309411328,72437760,77308973056,0
1787748484618299184,77377654784,77309411328,68243456,77309759488,0
1787748484645631670,77377916928,77309411328,68505600,77310021632,0
1787748484673792541,77378179072,77309411328,68767744,77311070208,0
1787748484702285058,77381324800,77309411328,71913472,77313691648,0
1787748484730686403,77384208384,77309411328,74797056,77312118784,0
1787748484758661371,77381586944,77309411328,72175616,77314215936,0
1787748484786360894,77383421952,77309411328,74010624,77311070208,0
1787748484814303961,77379227648,77309411328,69816320,77311594496,0
1787748484842456802,77381324800,77309411328,71913472,77313953792,0
1787748484870394719,77383684096,77309411328,74272768,77311070208,0
1787748484898126342,77380800512,77309411328,71389184,77312905216,0
1787748484925474638,77380800512,77309411328,71389184,77312905216,0
1787748484953636189,77381324800,77309411328,71913472,77313953792,0
1787748484982590655,77385519104,77309411328,76107776,77313167360,0
